question,answer,A,B,C,D,Category,Human Accuracy
유의 파고(significant wave height)에 대한 설명으로 옳은 것은?,3,일정시간 동안 발생된 파들의 평균 파고,가장 빈번히 생기는 파들의 평균 파고,높은 파부터 전체 1/3개를 취하여 평균을 한 파고,낮은 파부터 전체 1/3개를 취하여 평균을 한 파고,Maritime Engineering,0.7368000000000001
"형배수량 65000 ton, 길이 210 m, 선폭 30 m, 깊이 18 m, 흘수 12 m 인 배가 있다. 방형계수(CB)로 보아 어느 배에 가장 가까운가?",1,광선 운반선,구축함,고속 컨테이너선,정기 여객선,Maritime Engineering,0.7778
선박의 선수 형상을 구상선수(bulbous bow)로 만드는 주된 목적은?,2,대형선임을 나타내기 위하여,조파저항을 줄이기 위하여,추진기관의 마력을 줄이기 위하여,선수를 손상으로부터 보호하기 위하여,Maritime Engineering,0.75
배수량을 일정하게 하고 선폭을 증가시키면 복원력은?,1,증가된다.,변동이 없다.,감소한다.,경우에 따라 다르다.,Maritime Engineering,0.8946999999999999
프루드(Froude)가 분류한 선박 저항에서 잉여 저항이란?,1,조파 저항 + 조와 저항,마찰 저항 + 공기 저항,점성 저항 + 조와 저항,공기 저항 + 조와 저항,Maritime Engineering,0.8889
세계에서 수송량이 가장 많은 해류는?,1,남극순환류,북적도 해류,오야시오 해류,멕시코 만류(Gulf Stream),Maritime Engineering,0.7153
세계 대양의 저층수 분포에 가장 크게 영향을 미치는 해류는?,1,남극순환류,남적도 해류,브라질 해류,쿠로시오 해류,Maritime Engineering,0.8326
해양에서 적외선 파장을 이용하여 수온을 측정하는 위성 장치는?,4,CZCS,NDVI,AQUA,AVHRR,Maritime Engineering,0.7023
온위(potential temperature)에 대한 설명으로 옳은 것은?,3,대기압 상태의 온도,해수가 가질 수 있는 잠재적 온도,어떤 수심의 물을 단열적으로 기준이 되는 깊이로 가져왔을 때 그 물이 가지는 온도,어떤 수심의 물을 천천히 일정 깊이로 가져 왔을 때 처음 온도에 비해 증감된 온도,Maritime Engineering,0.7692
직접 해류 측정이 가능한 기기는?,2,CTD,ADCP,NOAA-11,Echo-Sounder,Maritime Engineering,0.7646999999999999
심층류 순환의 직접적인 원인이 되는 것은?,2,탁월풍,밀도 분포,해수면의 경사,기조력의 차이,Maritime Engineering,0.8878
해수 중 소리의 전파속도에 관한 설명으로 옳은 것은?,1,수온이 증가할수록 빨라진다.,압력이 증가할수록 늦어진다.,염분이 감소할수록 빨라진다.,"수온, 수심 및 염분과는 관계가 없다.",Maritime Engineering,0.8543999999999999
바람 방향에 대한 에크만(Ekman) 수송의 방향은?,4,남반구에서 바람의 응력이 미치는 방향과 같은 방향,남반구에서 바람의 응력이 미치는 방향에 대하여 오른쪽 직각 방향,북반구에서 바람의 응력이 미치는 방향에 대하여 왼쪽 직각 방향,북반구에서 바람의 응력이 미치는 방향에 대하여 오른쪽 직각 방향,Maritime Engineering,0.9226
염분이 35.00‰이고 수온 5℃의 물이 단열적으로 4000m 깊이까지 내려간다면 물의 수온은?,3,4000m 깊이의 수온이 된다.,단열상태로 하강하므로 수온의 변화가 없다.,압축으로 인하여 수온이 약간 증가하게 된다.,수심이 깊어지므로 수온이 약간 하강하게 된다.,Maritime Engineering,0.7962
유동(流動)의 결과로 생기는 부차적인 힘은?,2,중력,전향력,바람응력,압력경도력,Maritime Engineering,0.7351000000000001
해수의염분을 변화시키는 요인이 될 수 없는 것은?,4,강우,증발,담수유입,용존산소,Maritime Engineering,0.9353
해양의 수심이 10km인 곳의 수압은 대략 어느정도인가?,3,10기압,100기압,1000기압,10000기압,Maritime Engineering,0.7622
"서해 태안에서의 조화 분석 결과 반일주조의 반조차가 각각 M2=2.5m, S2=1.5m일 때 대조차는 몇 m인가?",3,5,6.5,8,10,Maritime Engineering,0.7328
북반구 해양에서 바람에 의해서 일어나는 표면해류의 운동 방향은?,1,풍향의 우측 45° 방향으로 일어남,풍향의 좌측 45° 방향으로 일어남,풍향의 우측 90° 방향으로 일어남,풍향의 좌측 90° 방향으로 일어남,Maritime Engineering,0.7752
계절 수온 약층이 가장 잘 형성되는 시기는?,2,봄,여름,가을,겨울,Maritime Engineering,0.8864
조류의 유속을 측정하였더니 유속이 5노트(Knots)이었다. 이 유속을 cm/sec로 환산하면 약 얼마인가?,4,약 100cm/sec,약 150cm/sec,약 200cm/sec,약 250cm/sec,Maritime Engineering,0.725
연안에서 썰물(ebb current)이 나타나는 때는?,4,저조 시,고조 시,저조에서 고조사이,고조에서 저조사이,Maritime Engineering,0.8349
해양에서 밀도의 수직 구배가 있을 때 발생할 수 있는 내부파의 최대진동수(frequency)와 가장 관련이 깊은 것은?,1,Brunt-Vaisala frequency,Inertial frequency,Nyquist frequency,Tidal frequency,Maritime Engineering,0.7027
해류의 공간적인 분포를 관측할 수 있는 유속계는?,1,ADCP,프로펠러형 유속계,전자기 유속계,로터리형 유속계,Maritime Engineering,0.9245
"연속 조석관측 자료로부터 조화분석을 통하여 M2, S2, K1, O1의 4개 분조를 분리해 내고자 한다. 이에 필요한 최소한의 조석자료 길이는?",2,약 7일,약 15일,약 21일,약 30일,Maritime Engineering,0.8318000000000001
심해파가 진행될 때 물입자의 운동은?,2,상하수직운동,원운동,좌우직선운동,타원운동,Maritime Engineering,0.7981999999999999
쿠로시오 해류와 약학적으로 가장 비슷한 성격을 가지고 있는 것은?,1,멕시코 만류,남적도 해류,캘리포니아 해류,포클랜드 해류,Maritime Engineering,0.8828
지형류에 작용하는 힘은?,2,"전향력, 마찰력","전향력, 압력경도력","압력경도력, 마찰력","마찰력, 중력",Maritime Engineering,0.8077
M2 분조의 각속도는 시간당 28.9841도 이며 S2 분조의 각속도는 시간당 30도이다. 조화분석으로 이 두 분조를 분리해내기 위해 필요한 최소한의 조석관측 자료의 길이는?,2,8일,15일,21일,30일,Maritime Engineering,0.8626
취송류에 관한 설명 중 틀린 것은?,3,표면에서의 흐름은 북반구에서 풍향에 대하여 대개 오른쪽으로 45° 방향으로 흐른다.,표면에서 깊이 내려 갈수록 유속은 작아진다.,상부마찰 저항심도는 풍속에 역비례하고 위도의 크기에 비례한다.,상부 마찰저항 심도 내 해수 전체는 북반구에서 풍향의 오른쪽 90° 방향으로 흐른다.,Maritime Engineering,0.7143
만 내에서 발생하는 부진동의 주기는 무엇과 관계가 있는가?,4,만의 길이에만 의존,만의 폭에만 의존,만의 길이와 폭에만 의존,"만의 길이와 폭, 깊이에 의존",Maritime Engineering,0.8534
최근 해양학에서 주로 사용하는 염분의 단위는?,1,psu,%,per mil,ptu,Maritime Engineering,0.9153
깊이 100m와 200m 사이의 평균 현장빙요이 0.998cm3/g 이라면 이 두 깊이 사이의 역학적 심도는?,2,100.2 dynamic meter,99.8 dynamic meter,1002.0 dynamic meter,998.0 dynamic meter,Maritime Engineering,0.8120999999999999
대양에서 저층수의 주 근원지는?,4,태평양,인도양,지중해,남극해,Maritime Engineering,0.8151
적도잠류(Equatorial Undercureent)에 관한 설명 중 틀린 것은?,1,북적도 해류 바로 밑에서 서향하며 흐르는 저층류이다.,크룸웰 해류(Cromwell Cureent)라고도 한다.,북위 2° 에서 남위 2° 에 걸쳐 나타난다.,유속은 축에 있어서 최고 약 1.5m/sec에 이른다.,Maritime Engineering,0.7315
다 자란 풍랑(Fully Developed Sea)의 발생에 의한 설명 중 옳은 것은?,4,바람의 에너지가 지속적으로 해면으로 전달되기 위해서는 평균 풍속보다 파봉의 이동 속도가 빨라야 한다.,충분히 발달된 파랑을 위해서는 충분한 풍속과 풍향의 잦은 변화가 필요하다.,풍속이 셀수록 풍파를 충분히 발달시키기 위한 바람 지속시간(duration)은 짧아진다.,풍속이 셀수록 풍파를 충분히 발달시키기 위한 풍역대(Fetch)는 길어진다.,Maritime Engineering,0.7864
세계 해양 전체의 평균염분에 가장 가까운 값은?,3,약 30 psu,약 32psu,약 35 psu,약 37psu,Maritime Engineering,0.8725
"수온, 염분이 다른 세 수괴 A(0.0℃ , 35.0‰), B(10.0℃ , 30.0‰), C(5.0℃, 35.0‰)가 1:2:1의 비율로 섞였을 때 이 섞인 물의 수온, 염분은?",1,"6.25℃, 32.5‰","10.0℃, 32.5‰","10.0℃, 33.75‰","13.75℃, 33.75‰",Maritime Engineering,0.7791
"음향측심기(echo sounder)에 관한 설명 중 틀린 것은? (단, v : 음속, t : 음파의 왕복시간 )",2,펄스(pulse)음파를 사용한다.,수심(d) = v · t 로 계산한다.,음파가 선박에서 발사되어 해저에 닿고 수신기에 돌아오는 시간을 측정한다.,조사선의 항적에 따르는 연속적인 수심 분포를 나타낼 수 있다.,Maritime Engineering,0.8415
해양조사원(구:수로국)간행 연안 해도상에서 수심 20m되는 지점과 해발 100m인 지점과의 고저차는 ?,2,120m이다.,120m보다 크다.,120m보다 작다.,120m보다 클 수도 작을 수도 있다.,Maritime Engineering,0.9286
염분과 염소량의 관계식으로 옳은 것은?,3,염소량 = 0.03+1.805×염분량,염소량 = 0.03×1.805×염분량,염분 = 1.80655×염소량,염분 = 0.03×1.80655×염소량,Maritime Engineering,0.901
평형조석론(The Equilibrium Theory of Tides)에 대한 설명 중 옳은 것은?,1,대조와 소조현상을 설명할 수 있다.,전 세계의 조차는 모두 같다.,조석파의 전파를 설명할 수 있다.,Laplace의 이론이다.,Maritime Engineering,0.7615000000000001
해양의 염분을 나타내는 단위로 천분율인 ‰을 사용하지 않고 psu를 사용하는데 이는 어떠한 방법으로 구하는가?,2,용존물질의 전량 직접 측정,전기전도도 측정,염소량 적정,해수의 굴절률 측정,Maritime Engineering,0.9551
만내에서 발생하는 부진동의 주기는?,4,만의 길이에만 의존,만의 폭에만 의존,만의 길이와 폭에만 의존,"만의 길이와 폭, 깊이에 의존",Maritime Engineering,0.8953
조류의 M2분조와 S2분조를 분리하고자 할 때 소요되는 최소한의 관측 기간은?,2,7일간,15일간,23일간,30일간,Maritime Engineering,0.8447
조석형태수(F)가 0.25이하인 조석의 형태는?,2,일주조형,반일주조형,혼합조형,태음분조형,Maritime Engineering,0.8842
천해파의 전파속도에 영향을 주는 요인은?,1,수심,파장,진폭,주기,Maritime Engineering,0.8515
대기압을 무시한다면 수심 20m에서의 수압은 약 얼마인가?,4,0.1기압,0.5기압,1기압,2기압,Maritime Engineering,0.9419
"북반구의 Two-layer ocean에 밀도측정 결과 밀도면의 경계가 동에서 서로 올라가 있다(동저, 서고) 만약 하층의 유속이 없다면 해표면의 경사는?",1,"동고, 서저","서고,","남고, 북저","북고, 남저",Maritime Engineering,0.7381
물리적 성질의 변화가 염분과 반대의 경향을 갖는 곳은?,4,해수의 전기전도도,해수의 밀도,음파의 전파속도,해수의 결빙온도,Maritime Engineering,0.8554
해양표층의 흐름에 직접적으로 영향을 주는 요소와 거리가 먼 것은?,2,바람의 작용,용존산소,해면의 경사,밀도의 불평등한 분포,Maritime Engineering,0.9036
조석의 4대 분조가 아닌 것은?,4,M2조,S2조,O1조,N2조,Maritime Engineering,0.8371999999999999
에크만 나선의 형성원인과 가장 관계 깊은 것은?,4,해수 수평밀도 구배,수심,해수 수평압력 구배,전향력,Maritime Engineering,0.8681
해양의 베타(β)효과(현상)에 대한설명으로 옳은 것은?,4,해양의 와도가 보존되는 현상,표면 파동문제에서 코리올리 전향력을 무시하는 효과,유체의 운동방정식에서 cosφ에 비례하는 코리올리 전향력을 무시하는 효과,코리올리 전향력이 위도에 따라 증가되는 현상,Maritime Engineering,0.7123
강제파에 해당하는 것은?,2,너울,조석파,쓰나미,항만의 고유진동,Maritime Engineering,0.7397
다 자란 풍랑(fully developed sea)의 발생에 관한 설명 중 옳은 것은?,4,바람의 에너지가 지속적으로 해면으로 전달되기 위해서 평균 풍속보다 파봉의 이동속도가 빨라야 한다.,충분히 발달된 파랑을 위해서는 충분한 풍속과 풍향의 잦은 변화가 필요하다.,바람이 셀수록 풍파를 충분히 발달시키기 위한 바람지속시간(duration)은 짧아진다.,풍속이 셀수록 풍파를 충분히 발달시키기 위한 풍역대(fetch)는 길어진다.,Maritime Engineering,0.7162000000000001
쿠로시오 해류와 역학적으로 가장 비슷한 성격을 가지고 있는 것은?,1,멕시코 만류,남적도 해류,캘리포니아해류,페루 해류,Maritime Engineering,0.9375
해류를 일으키는 힘 중 유동의 결과로써 생기는 부차적인 힘은?,1,코리올리력,바람응력,압력경도력,중력,Maritime Engineering,0.8571
에크만 나선(Ekman spiral)의 형성원인과 가장 관계 깊은 것은?,4,해수 수평밀도 구배,수심,해수 수평압력 구배,전향력,Maritime Engineering,0.8370000000000001
해수의 정수압과 관련된 설명 중 옳은 것은?,2,"정수압은 P = ρgS로 나타낸다(단, ρ = 밀도, g = 중력가속도, S = 염분).",물과 대기의 무게 때문에 생긴다.,해양학에서는 압력의 실용단위로 밀리바(millibar)를 사용한다.,일반적으로 압력은 수심이 100m 증가할 때마다 1기압씩 증가한다.,Maritime Engineering,0.7027
해양에서 저층수의 일차적인 근원지는?,4,태평양,인도양,지중해,남극해,Maritime Engineering,0.9429
파의 에너지는?,3,파고의 1/2승에 비례,파고에 1차적으로 비례,파고의 2승에 비례,파고의 3승에 비례,Maritime Engineering,0.8462000000000001
대양 해수 성질에 관한 설명 중 옳은 것은?,1,태평양의 표면평균염분은 대서양의 표면평균염분보다 낮다.,평균 용존산소농도는 태평양 심해가 대서양 심해보다 높다.,태평양의 위도별 평균 염분은 적도에서 최대이다.,해수의 투명도가 높다는 것은 생산성이 높다는 것을 뜻한다.,Maritime Engineering,0.8077
해파에 의해서 발새오디는 해류가 아닌 것은?,4,파송류,연안류,이안류,경사류,Maritime Engineering,0.7879
서안경계해류와 동안경계해류의 특징 비교 설명으로 틀린 것은?,3,동안경계해류는 연안류와의 경계가 분명치 않다.,같은 위도에서 동안경계해류와 서안경계해류의 방향은 반대이다.,동안경계해류는 대개 난류이고 서안경계해류는 한류이다.,동안경계해류의 유속이 느린데 반하여 서안경계 해류는 빠르다.,Maritime Engineering,0.8
태양의 기조력은 달의 기조력의 몇 % 정도인가?,2,약 36%,약 46%,약 56%,약 66%,Maritime Engineering,0.7323999999999999
해수중의 소리의 전파속도에 관한 설명으로 옳은 것은?,1,수온이 증가할수록 빨라진다.,수심이 깊어질수록 늦어진다.,염분이 감소할수록 빨라진다.,"수온, 수심 및 염분과는 관계 없다.",Maritime Engineering,0.8533
해양 표층의 흐름에 직접적으로 영향을 주는 요소와 가장 거리가 먼 것은?,2,바람의 작용,용존산소,해면의 경사,밀도의 불균등한 분포,Maritime Engineering,0.9545
해류는 수괴가 이동하는 현상이기 때문에 해류 수괴는 특징을 가지고 있다. 이 특징이 아닌 것은?,4,"수색, 투명도",수온,염분,파고,Maritime Engineering,0.8081999999999999
주태음 반일주조(M2조)의 주기에 해당되는 것은?,1,12시간 25분,12시간,12시간 40분,11시간 55분,Maritime Engineering,0.7753
경계류와 해안과의 사이에 계절적으로 혹은 단기적으로 변하는 흐름은?,2,한류,연안류,주극류,환류,Maritime Engineering,0.7143
대서양에서 태평양의 흑조(Kuroshio)와 대응할 수 있는 난류는?,3,북대서양 해류,래브라도 해류,멕시코 만류,그린랜드 해류,Maritime Engineering,0.8841
대기압을 무시한다면 수심 20m에서의 기압은 약 얼마인가?,4,0.1기압,0.5기압,1기압,2기압,Maritime Engineering,0.9
지형류란 어떤 힘들이 서로 평형을 이룰 때 나타나는 해류인가?,1,압력경도력과 코리올리힘,압력경도력과 바람응력,바람응력과 코리올리힘,가속력과 코리올리힘,Maritime Engineering,0.75
쇄설자원 중 중광물이 주로 퇴적되는 곳은?,1,해빈 퇴적층,심해 퇴적층,대양저산맥,해구,Maritime Engineering,0.8181999999999999
대서양의 Sargasso Sea의 표층에 대량으로 존재하며 부표하면서 번식하는 해조류는?,1,모자반류,거북말류,다시마류,켈프류,Maritime Engineering,0.8
어느 시간에 어떤 일정한 공간을 점유하는 동일종의 생물체로 구성되는 집단을 가장 잘 나타낸 것은?,1,개체군,군집,계통군,가입군,Maritime Engineering,0.8
두께 120㎜를 설계하고자 한다. 최대 정모멘트가 발생하는 위험단면에서 주철근의 중심 간격은 얼마 이하이어야 하는가?,2,120㎜,240㎜,340㎜,440㎜,Maritime Engineering,0.7397
토목재료로서 콘크리트의 일반적인 특징으로 옳지 않은 것은?,2,건조수축에 의한 균열이 생기기 쉽다.,압축강도와 인장강도가 동일하다.,내구성과 내화성이 강재에 비해 높다.,균열이 생기기 쉽고 부분적으로 파손되기 쉽다.,Maritime Engineering,0.75
콘크리트용 재료로서 골재가 갖춰야 할 성질에 대한 설명으로 옳지 않은 것은?,3,알맞은 입도를 가질 것,깨끗하고 강하며 내구적일 것,연하고 가느다란 석편을 함유할 것,"먼지, 흙 등의 유해물이 허용한도 이내일 것",Maritime Engineering,0.8539
콘크리트의 내구성에 영향을 끼치는 요인으로 가장 거리가 먼 것은?,2,동결과 융해,거푸집의 종류,물 흐름에 의한 침식,철근의 녹에 의한 균열,Maritime Engineering,0.8286
콘크리트를 친 후 시멘트와 골재알이 가라앉으면서 물이 떠오르는 현상은?,1,블리딩,레이턴스,풍화,경화,Maritime Engineering,0.8944
현장치기 콘크리트에서 흙에 접하거나 옥외의 공기에 직접 노출되는 D16 이하의 철근의 최소 피복두께는?,1,40㎜,50㎜,60㎜,70㎜,Maritime Engineering,0.7089
콘크리트에 대한 설명으로 옳은 것은?,1,"시멘트, 잔골재, 굵은 골재, 이 밖에 혼화재료를 섞어 물로 비벼서 만든 것이다.",시멘트에 물만 넣어 반죽한 것이다.,시멘트와 잔골재를 물로 비벼서 만든 것이다.,시멘트와 굵은 골재를 섞어 물로 비벼서 만든 것이다.,Maritime Engineering,0.8205
포틀랜드 시멘트의 종류로 옳지 않은 것은?,1,프틀랜드 플라이 애시 시멘트,중용열 포틀랜드 시멘트,조강 포틀랜드 시멘트,저열 포틀랜드 시멘트,Maritime Engineering,0.8049
콘크리트의 동해방지를 위한 대책으로 가장 효과적인 것은?,3,밀도가 작은 경량골재 콘크리트로 시공한다.,물-시멘트비를 크게 하여 시공한다.,AE 콘크리트로 시공한다.,흡수율이 큰 골재를 사용하여 시공한다.,Maritime Engineering,0.7073
압축부재에 사용되는 나선철근의 순간격 기준으로 옳은 것은?,2,"25㎜ 이상, 55㎜ 이하","25㎜ 이상, 75㎜ 이하","55㎜ 이상, 75㎜ 이하","55㎜ 이상, 90㎜ 이하",Maritime Engineering,0.7143
골재의 전부 또는 일부를 인공 경량골재를 써서 만든 콘크리트로서 기건 단위질량이 1400~2000kg/m2인 콘크리트는?,2,유동화 콘크리트,경량골재 콘크리트,폴리머 콘크리트,프리플레이스 콘크리트,Maritime Engineering,0.7805
단철근 직사각형 보에서 철근 콘크리트 휨부재의 최소 철근량을 규정하고 있는 이유는?,3,부재의 부착강도를 높이기 위하여,부재의 경제적인 단면 설계를 위하여,부재의 급작스러운 파괴를 방지하기 위하여,부재의 재료를 절약하기 위하여,Maritime Engineering,0.7837999999999999
띠철근 기둥에서 축방향 철근의 순간격은 최소 몇 ㎜ 이상이어야 하는가?,1,40㎜,60㎜,80㎜,100㎜,Maritime Engineering,0.7667
해빈 퇴적물의 입자크기와 해빈의 평균 경사도의 관계로 가장 적합한 것은?,2,입자크기가 클수록 경사각이 작다.,입자크기가 클수록 경사각이 크다.,입자크기와 경사각에는 비례 관계가 없다.,입자크기와 경사각은 입자의 크기에 따라서 불규칙하다.,Maritime Engineering,0.7347
해수중 침강입자를 모으는 기구로서 가장 적합한 것은?,1,Sediment trap,Millipore filter,무오염 채수기,Van Dorn 채수기,Maritime Engineering,0.7299
해수의 염분 증가에 가장 큰 영향을 미치는 과정은?,2,강우,증발,해수의 결빙,해빙의 융해,Maritime Engineering,0.7368000000000001
쇄설성 입자들의 날카로운 정도와 표면의 곡률을 나타내는 것은?,2,구형도,원마도,편장도,회전도,Maritime Engineering,0.7778
열점(Hot Spot)과 관계가 가장 깊은 것은?,3,솔로몬 제도,알류샨 열도,하와이 제도,파푸아뉴기니,Maritime Engineering,0.7947
엘니뇨 현상은 어디에서 주로 일어나는가?,4,남동태평양 전역,동남아시아 연안,북서아메리카 연안,적도태평양의 동부,Maritime Engineering,0.75
원양성 점토가 가장 광범위하게 분포하는 지역은?,4,북극해,적도 동태평양,적도 서태평양,북태평양 중앙부,Maritime Engineering,0.7895
해수 중 음파속도에 관한 설명으로 옳은 것은?,1,"수온, 염분, 압력이 높을수록 음속은 크다.","수온, 염분, 압력이 낮을수록 음속은 크다.",수온이 낮고 압력이 높은 심층에서 음속은 낮다.,수심 약 1000m 부근에서 음속 최대층이 존재한다.,Maritime Engineering,0.7158
T-S diagram에 대한 설명으로 옳은 것은?,4,파랑의 형태를 나타낸 그림이다.,Ekman 나선을 나타낸 그림이다.,북태평양 표면수온의 분포를 나타낸 그림이다.,온도와 염분의 상관곡선으로 수괴의 특성을 나타낸다.,Maritime Engineering,0.8703
"해수가 증발할 때, 염분이 증가함에 따라 화합물은 일련의 과정으로 침전한다. 그 중 첫 번째 침전물은?",2,석고,탄산칼슘,황산칼슘,돌로마이트(dolomite),Maritime Engineering,0.8447
해파가 해안에 접근할 때 파봉이 해안선에 평행하게 되는 현상은 무엇 때문인가?,2,간섭,굴절,반사,회절,Maritime Engineering,0.7155
해저확장설에 대한 내용으로 틀린 것은?,1,해저는 확장되지 않고 소멸만 되고 있다.,대양의 화산섬들의 연령은 대양저산맥에서 멀어질수록 증가한다.,약 2억 ~ 2억 5천만년 내에 대양저지각의 완전한 순환이 일어난다.,"대양저산맥이란 해저지각이 상승, 해저가 양쪽으로 확장하는 곳이다.",Maritime Engineering,0.8909
태풍 통과 시 태풍 중심부의 해양표면수온은?,2,상승한다.,하강한다.,변화가 없다.,하강할 경우와 상승할 경우가 각각 절반정도이다.,Maritime Engineering,0.7354999999999999
염분을 측정할 수 있는 방법이 아닌 것은?,2,밀도 측정,색소 측정,염소량 측정,전기전도도 측정,Maritime Engineering,0.8697
열점(Hot Spot)의 근원적 위치는?,4,약권,암석권,저속도층,하부맨틀,Maritime Engineering,0.8844
심해저 망간단괴를 최초로 발견한 해양탐사선은?,4,메테오호,아르빈호,클로마챌린저호,H.M.S. 챌린저호,Maritime Engineering,0.8393
에크만 취송류 모델에서 마찰영향심도(depth offrictional influence)는?,4,위도와 관계없으며 풍속이 커지면 증가한다.,같은 풍속이면 위도가 증가함에 따라 증가한다.,풍속에 관계없으며 위도가 증가하면 감소한다.,"풍속이 커지면 증가하며, 위도가 증가하면 감소한다.",Maritime Engineering,0.723
좁은 해협을 통하여 외양과 연결되는 만에서 증발량이 많을 경우 해협에서의 해수운동은?,3,전층에서 만으로 유입하는 운동,전층에서 외양으로 유출하는 운동,"상층은 만으로 유입, 하층은 외양으로 유출","상층은 외양으로 유출, 하층은 만으로 유입",Maritime Engineering,0.752
열대저기압에 대한 설명으로 틀린 것은?,3,서태평양에서는 태풍이라고 부른다.,열대 남대서양에서는 발생하지 않는다.,오스트레일리아에서는 허리케인이라 부른다.,열대해상에서 발원하여 등압선이 동심원을 그리며 중위도로 이동한다.,Maritime Engineering,0.7490000000000001
천해파(shallow sea wave)의 파속(phase speed)과 수심과의 관계를 가장 올바르게 설명한 것은?,4,파속은 수심과 무관하다.,파속은 수심에 반비례한다.,파속은 수심에 정비례한다.,파속은 수심의 제곱근에 비례한다.,Maritime Engineering,0.7713
파랑의 에너지에 대한 설명으로 옳은 것은?,3,에너지는 파고에 비례,에너지는 파장에 비례,에너지는 파고의 제곱에 비례,에너지는 파장의 제곱에 비례,Maritime Engineering,0.7509999999999999
지진이 일으키는 파 중 가장 빠른 속도로 전해져서 어떤 지점이든 가장 먼저 도달하는 실체파(body wave)는?,1,P파,S파,러브파,레일리파,Maritime Engineering,0.8967
파랑의 에너지는 파고(H)의 얼마에 비례하는가?,4,H,H-1/2,H1/2,H2,Maritime Engineering,0.8548
"퇴적물의 입도 분석에서 입자의 크기가 0.004mm, 이하의 것은 어떤 범주로 분류되는가?",3,모래,실트,점토,가는 자갈,Maritime Engineering,0.7236
해파(海波)의 성장에는 일정한 바람이 불고 있는 풍상측의 수면의 길이가 중요한데 이 거리를 무엇이라 하는가?,1,fetch,swell,duration,group velocity,Maritime Engineering,0.7851
암석의 큐리온도(Curie Temperature)는 대략 얼마인가?,2,200 ~ 400℃,400 ~ 600℃,600 ~ 800℃,800 ~ 1000℃,Maritime Engineering,0.7643000000000001
해수 중 용존 기체의 해양-대기 간 기체교환에 관계가 가장 적은 것은?,4,기체의 확산계수,대기와 표층수의 기체분압차이,해수표면막의 두께,표층수의 이온 강도(ionic strength),Maritime Engineering,0.7432
겨울철 강물이나 호수의 물은 표면에서부터 얼기 시작한다. 이에 반하여 염분이 24.7‰ 이상인 해수는 겨울철에 추워도 잘 얼지 않는데 이 것이 가장 큰 이유는?,3,소금물은 육수에 비하여 빙점이 낮기 때문이다.,바다의 수심이 강이나 호수보다 깊기 때문이다.,"해수의 밀도 극대 온도가 빙점보다 낮으므로, 모든 물이 빙점에 달할 때까지 결빙이 일어나지 않기 때문이다.",겨울철 바닷물의 수온이 강물의 수온보다 높기 때문이다.,Maritime Engineering,0.7108
해파가 해안에 접근할 때에 파봉이 해안선에 평행하게 되는 현상은 무엇 때문인가?,2,회절,굴절,반사,간섭,Maritime Engineering,0.8223
심해퇴적물 중 콘드룰(condrule)의 기원은?,2,생물,우주,화산,풍성,Maritime Engineering,0.7240000000000001
